﻿RegionID,RegionName,SizeRank,Date,Tier,ZHVI,YoY
"102,001",United States,0,6/30/01,Top Third,"$230,900 ",0.06552838
"102,001",United States,0,7/31/01,Top Third,"$232,200 ",0.066115702
"102,001",United States,0,8/31/01,Top Third,"$233,400 ",0.066727605
"102,001",United States,0,9/30/01,Top Third,"$234,700 ",0.06730332
"102,001",United States,0,10/31/01,Top Third,"$236,000 ",0.067390321
"102,001",United States,0,11/30/01,Top Third,"$237,300 ",0.067956796
"102,001",United States,0,12/31/01,Top Third,"$238,600 ",0.067561521
"102,001",United States,0,1/31/02,Top Third,"$239,900 ",0.067170819
"102,001",United States,0,2/28/02,Top Third,"$241,300 ",0.067699115
"102,001",United States,0,3/31/02,Top Third,"$242,600 ",0.067311923
"102,001",United States,0,4/30/02,Top Third,"$243,800 ",0.066958425
"102,001",United States,0,5/31/02,Top Third,"$245,000 ",0.06660862
"102,001",United States,0,6/30/02,Top Third,"$246,200 ",0.066262451
"102,001",United States,0,7/31/02,Top Third,"$247,300 ",0.065030146
"102,001",United States,0,8/31/02,Top Third,"$248,500 ",0.064695801
"102,001",United States,0,9/30/02,Top Third,"$249,800 ",0.064337452
"102,001",United States,0,10/31/02,Top Third,"$251,200 ",0.06440678
"102,001",United States,0,11/30/02,Top Third,"$252,600 ",0.064475348
"102,001",United States,0,12/31/02,Top Third,"$254,200 ",0.065381391
"102,001",United States,0,1/31/03,Top Third,"$255,700 ",0.065860775
"102,001",United States,0,2/28/03,Top Third,"$257,200 ",0.065893079
"102,001",United States,0,3/31/03,Top Third,"$258,700 ",0.066364386
"102,001",United States,0,4/30/03,Top Third,"$260,200 ",0.067268253
"102,001",United States,0,5/31/03,Top Third,"$261,800 ",0.068571429
"102,001",United States,0,6/30/03,Top Third,"$263,400 ",0.069861901
"102,001",United States,0,7/31/03,Top Third,"$265,000 ",0.071572988
"102,001",United States,0,8/31/03,Top Third,"$266,700 ",0.073239437
"102,001",United States,0,9/30/03,Top Third,"$268,500 ",0.074859888
"102,001",United States,0,10/31/03,Top Third,"$270,400 ",0.076433121
"102,001",United States,0,11/30/03,Top Third,"$272,500 ",0.078780681
"102,001",United States,0,12/31/03,Top Third,"$274,600 ",0.08025177
"102,001",United States,0,1/31/04,Top Third,"$277,000 ",0.083300743
"102,001",United States,0,2/29/04,Top Third,"$279,400 ",0.086314152
"102,001",United States,0,3/31/04,Top Third,"$282,000 ",0.090065713
"102,001",United States,0,4/30/04,Top Third,"$284,700 ",0.09415834
"102,001",United States,0,5/31/04,Top Third,"$287,500 ",0.098166539
"102,001",United States,0,6/30/04,Top Third,"$290,500 ",0.102885345
"102,001",United States,0,7/31/04,Top Third,"$293,700 ",0.108301887
"102,001",United States,0,8/31/04,Top Third,"$296,800 ",0.112860892
"102,001",United States,0,9/30/04,Top Third,"$299,900 ",0.116945996
"102,001",United States,0,10/31/04,Top Third,"$303,100 ",0.120931953
"102,001",United States,0,11/30/04,Top Third,"$306,100 ",0.123302752
