metro,year,median,top,bottom,median-YoY,top-YoY,top-YoY
"Philadelphia, PA",12/31/15,199600,365000,87100,0.024640657,0.015581525,0
"Philadelphia, PA",1/31/16,199700,365800,87000,0.025154004,0.018090732,0.001150748
"Philadelphia, PA",2/29/16,200100,367000,86700,0.027207392,0.022284123,0
"Philadelphia, PA",3/31/16,200700,367900,86900,0.028703229,0.02422049,0.002306805
"Philadelphia, PA",4/30/16,201500,368500,87300,0.029111338,0.023326854,0.003448276
"Philadelphia, PA",5/31/16,202300,369000,87700,0.029516539,0.021877596,0.003432494
"Philadelphia, PA",6/30/16,203400,370100,88300,0.03196347,0.022093344,0.005694761
"Philadelphia, PA",7/31/16,204600,371600,89000,0.034901366,0.023409529,0.012514221
"Philadelphia, PA",8/31/16,205700,373000,89300,0.037317196,0.025852585,0.01592719
"Philadelphia, PA",9/30/16,206500,374100,89500,0.038732394,0.028029678,0.018202503
"Philadelphia, PA",10/31/16,207400,374900,89900,0.041164659,0.029096898,0.026255708
"Philadelphia, PA",11/30/16,208300,375200,90600,0.044110276,0.029072957,0.037800687
"Philadelphia, PA",12/31/16,209100,375300,91200,0.04759519,0.028219178,0.047072331
"Philadelphia, PA",1/31/17,209900,375800,91800,0.051076615,0.027337343,0.055172414
"Philadelphia, PA",2/28/17,210800,377000,92700,0.053473263,0.027247956,0.069204152
"Philadelphia, PA",3/31/17,211900,378200,94000,0.055804684,0.027996738,0.081703107
"Philadelphia, PA",4/30/17,213300,379400,95500,0.058560794,0.029579376,0.093928981
"Philadelphia, PA",5/31/17,214700,381200,97100,0.061295106,0.033062331,0.10718358
"Philadelphia, PA",6/30/17,216000,382800,98600,0.061946903,0.03431505,0.116647792
"Philadelphia, PA",7/31/17,217200,383900,100100,0.061583578,0.033100108,0.124719101
"Philadelphia, PA",8/31/17,218500,384700,102000,0.062226544,0.031367292,0.142217245
"Philadelphia, PA",9/30/17,219600,385500,103800,0.063438257,0.030473136,0.159776536
"Philadelphia, PA",10/31/17,220600,386500,104800,0.06364513,0.030941584,0.165739711
"Philadelphia, PA",11/30/17,222100,388600,106100,0.0662506,0.035714286,0.171081678
"Philadelphia, PA",12/31/17,223800,391300,107700,0.070301291,0.042632561,0.180921053
"Philadelphia, PA",1/31/18,224900,393300,109200,0.071462601,0.046567323,0.189542484
"Philadelphia, PA",2/28/18,225400,394300,110300,0.069259962,0.045888594,0.189859763
"Philadelphia, PA",3/31/18,225900,395000,111300,0.0660689,0.044420941,0.184042553
"Philadelphia, PA",4/30/18,226400,395800,112000,0.061415846,0.043226147,0.172774869
"Philadelphia, PA",5/31/18,227000,396600,112700,0.057289241,0.040398741,0.160659114
"Philadelphia, PA",6/30/18,227700,397600,113500,0.054166667,0.038662487,0.151115619
"Philadelphia, PA",7/31/18,228400,399000,114200,0.051565378,0.03933316,0.140859141
"Philadelphia, PA",8/31/18,229100,400100,115000,0.048512586,0.040031193,0.12745098
"Philadelphia, PA",9/30/18,229800,400900,116000,0.046448087,0.039948119,0.117533719
"Philadelphia, PA",10/31/18,230600,401700,117000,0.045330916,0.039327296,0.116412214
"Philadelphia, PA",11/30/18,231500,402700,118000,0.042323278,0.036284097,0.112158341
"Philadelphia, PA",12/31/18,232300,403800,118900,0.03798034,0.031944799,0.103992572
"Philadelphia, PA",1/31/19,233200,404900,120000,0.036905291,0.029494025,0.098901099
"Philadelphia, PA",2/28/19,234200,406200,121000,0.039041704,0.030180066,0.09700816
"Philadelphia, PA",3/31/19,234200,407000,120700,0.036741921,0.030379747,0.084456424
"Philadelphia, PA",4/30/19,233300,407200,119100,0.030477032,0.028802425,0.063392857
"Houston, TX",4/30/96,,,,,,
"Houston, TX",5/31/96,,,,,,
"Houston, TX",6/30/96,,,,,,
"Houston, TX",7/31/96,,,,,,
"Houston, TX",8/31/96,,,,,,
"Houston, TX",9/30/96,,,,,,
"Houston, TX",10/31/96,,,,,,
"Houston, TX",11/30/96,,,,,,
"Houston, TX",12/31/96,,,,,,
"Houston, TX",1/31/97,,,,,,
"Houston, TX",2/28/97,,,,,,
"Houston, TX",3/31/97,,,,,,
"Houston, TX",4/30/97,,,,,,
"Houston, TX",5/31/97,,,,,,
"Houston, TX",6/30/97,,,,,,
"Houston, TX",7/31/97,,,,,,
"Houston, TX",8/31/97,105100,204200,57300,,,
"Houston, TX",9/30/97,105400,206500,57400,,,
"Houston, TX",10/31/97,105800,209200,57500,,,
"Houston, TX",11/30/97,106300,212200,57800,,,
"Houston, TX",12/31/97,107000,215300,58200,,,
"Houston, TX",1/31/98,107700,218100,58700,,,
"Houston, TX",2/28/98,108500,220100,59300,,,
"Houston, TX",3/31/98,109300,221000,59800,,,
"Houston, TX",4/30/98,110000,221000,60400,,,
"Houston, TX",5/31/98,110800,220200,60900,,,
"Houston, TX",6/30/98,111600,218900,61400,,,
"Houston, TX",7/31/98,112300,217700,61900,,,
"Houston, TX",8/31/98,113000,217000,62300,0.075166508,0.062683643,0.087260035
"Houston, TX",9/30/98,113600,217400,62800,0.077798861,0.052784504,0.094076655
"Houston, TX",10/31/98,114200,219400,63100,0.079395085,0.04875717,0.097391304
"Houston, TX",11/30/98,114900,223200,63500,0.080903104,0.051837889,0.098615917
"Houston, TX",12/31/98,115700,229200,63700,0.081308411,0.064561078,0.094501718
"Houston, TX",1/31/99,116700,236500,64100,0.08356546,0.08436497,0.091993186
"Houston, TX",2/28/99,117800,243800,64500,0.085714286,0.107678328,0.087689713
"Houston, TX",3/31/99,118900,250300,64900,0.087831656,0.132579186,0.085284281
"Houston, TX",4/30/99,119900,255000,65400,0.09,0.153846154,0.082781457
"Houston, TX",5/31/99,120700,257500,65800,0.089350181,0.169391462,0.08045977
"Houston, TX",6/30/99,121300,258300,66300,0.086917563,0.179990863,0.07980456
"Houston, TX",7/31/99,121900,257800,66800,0.085485307,0.184198438,0.079159935
"Houston, TX",8/31/99,122400,256300,67200,0.083185841,0.181105991,0.078651685
"Houston, TX",9/30/99,123000,254300,67600,0.082746479,0.169733211,0.076433121
"Houston, TX",10/31/99,123500,252000,67900,0.081436077,0.148587056,0.076069731
"Houston, TX",11/30/99,124100,250600,68100,0.080069626,0.122759857,0.072440945
"Houston, TX",12/31/99,124800,251000,68400,0.078651685,0.095113438,0.073783359
"Houston, TX",1/31/00,125500,253700,68500,0.075407027,0.072727273,0.068642746
"Houston, TX",2/29/00,126200,258300,68600,0.071307301,0.059474979,0.063565891
"Houston, TX",3/31/00,126800,263700,68600,0.066442389,0.053535757,0.057010786
"Houston, TX",4/30/00,127100,268900,68600,0.060050042,0.054509804,0.048929664
"Houston, TX",5/31/00,127300,272800,68500,0.054681027,0.059417476,0.041033435
"Houston, TX",6/30/00,127200,274900,68400,0.048639736,0.064266357,0.031674208
"Houston, TX",7/31/00,127100,274900,68400,0.042657916,0.066330489,0.023952096
"Houston, TX",8/31/00,127000,273100,68500,0.037581699,0.065548186,0.019345238
"Houston, TX",9/30/00,126900,269800,68700,0.031707317,0.060951632,0.016272189
"Houston, TX",10/31/00,126900,265700,69000,0.027530364,0.054365079,0.016200295
"Houston, TX",11/30/00,126800,261400,69300,0.021756648,0.043096568,0.017621145
"Houston, TX",12/31/00,126500,257500,69600,0.013621795,0.025896414,0.01754386
"Houston, TX",1/31/01,126000,254200,69800,0.003984064,0.001970832,0.018978102
"Houston, TX",2/28/01,125500,251400,69900,-0.005546751,-0.026713124,0.018950437
"Houston, TX",3/31/01,124900,249000,70000,-0.014984227,-0.055745165,0.020408163
"Houston, TX",4/30/01,124400,247000,70100,-0.021243116,-0.081442916,0.021865889
"Houston, TX",5/31/01,123900,245400,70100,-0.026708562,-0.100439883,0.023357664
"Houston, TX",6/30/01,123600,244300,70200,-0.028301887,-0.111313205,0.026315789
"Houston, TX",7/31/01,123500,243600,70300,-0.028324154,-0.113859585,0.027777778
"Houston, TX",8/31/01,123400,243400,70400,-0.028346457,-0.108751373,0.027737226
"Houston, TX",9/30/01,123400,243600,70600,-0.027580772,-0.09710897,0.027656477
"Houston, TX",10/31/01,123500,243800,70700,-0.02679275,-0.082423786,0.024637681
"Houston, TX",11/30/01,123700,243700,71000,-0.02444795,-0.067712318,0.024531025
"Houston, TX",12/31/01,123900,243200,71200,-0.02055336,-0.055533981,0.022988506
"Houston, TX",1/31/02,124100,242200,71500,-0.015079365,-0.047206924,0.024355301
"Houston, TX",2/28/02,124200,240700,71800,-0.010358566,-0.042561655,0.027181688
"Houston, TX",3/31/02,124400,239100,72100,-0.004003203,-0.039759036,0.03
"Houston, TX",4/30/02,124600,238000,72500,0.001607717,-0.036437247,0.034236805
"Houston, TX",5/31/02,125000,237700,72900,0.008878128,-0.031377343,0.039942939
"Houston, TX",6/30/02,125400,238000,73300,0.014563107,-0.025787966,0.044159544
"Houston, TX",7/31/02,125800,238700,73800,0.018623482,-0.020114943,0.049786629
"Houston, TX",8/31/02,126200,239600,74300,0.022690438,-0.015612161,0.055397727
"Houston, TX",9/30/02,126600,240600,74700,0.025931929,-0.012315271,0.058073654
"Houston, TX",10/31/02,126900,241400,75000,0.027530364,-0.009844135,0.060820368
"Houston, TX",11/30/02,127200,241900,75200,0.02829426,-0.00738613,0.05915493
"Houston, TX",12/31/02,127400,241800,75500,0.028248588,-0.005756579,0.060393258
"Houston, TX",1/31/03,127600,241400,75700,0.028203062,-0.003303055,0.058741259
"Houston, TX",2/28/03,127800,240800,75900,0.028985507,0.000415455,0.057103064
"Houston, TX",3/31/03,127900,240100,76200,0.028135048,0.00418235,0.056865465
"Houston, TX",4/30/03,128000,239400,76500,0.027287319,0.005882353,0.055172414
"Houston, TX",5/31/03,128200,239100,76800,0.0256,0.005889777,0.053497942
"Houston, TX",6/30/03,128400,239000,77100,0.023923445,0.004201681,0.051841746
"Houston, TX",7/31/03,128700,239300,77300,0.023052464,0.002513615,0.047425474
"Houston, TX",8/31/03,128900,239800,77500,0.021394612,0.000834725,0.043068641
"Houston, TX",9/30/03,129000,240400,77700,0.018957346,-0.000831255,0.040160643
"Houston, TX",10/31/03,129200,241000,78000,0.018124507,-0.001657001,0.04
"Houston, TX",11/30/03,129400,241500,78200,0.017295597,-0.001653576,0.039893617
"Houston, TX",12/31/03,129900,241700,78600,0.019623234,-0.000413565,0.041059603
"Houston, TX",1/31/04,130800,241800,79100,0.02507837,0.001657001,0.044914135
"Houston, TX",2/29/04,131900,242000,79600,0.032081377,0.004983389,0.048748353
"Houston, TX",3/31/04,133000,242500,80300,0.039874902,0.009995835,0.053805774
"Houston, TX",4/30/04,134100,243300,81000,0.04765625,0.016290727,0.058823529
"Houston, TX",5/31/04,135000,244400,81700,0.053042122,0.022166458,0.063802083
"Houston, TX",6/30/04,135800,245800,82300,0.057632399,0.028451883,0.067444877
"Houston, TX",7/31/04,136400,247300,82800,0.05982906,0.03343084,0.071151358
"Houston, TX",8/31/04,137100,248900,83400,0.063615206,0.03794829,0.076129032
"Houston, TX",9/30/04,137700,250700,83900,0.06744186,0.042845258,0.07979408
"Houston, TX",10/31/04,138400,252500,84500,0.07120743,0.047717842,0.083333333
"Houston, TX",11/30/04,139000,254400,85100,0.074188563,0.053416149,0.088235294
"Houston, TX",12/31/04,139700,256400,85700,0.075442648,0.060819197,0.090330789
"Houston, TX",1/31/05,140200,258200,86400,0.071865443,0.067824648,0.092288243
"Houston, TX",2/28/05,140700,259700,86900,0.06671721,0.073140496,0.091708543
"Houston, TX",3/31/05,141100,260900,87300,0.060902256,0.075876289,0.087173101
"Houston, TX",4/30/05,141500,261800,87600,0.055182699,0.076037813,0.081481481
"Houston, TX",5/31/05,141900,262400,87900,0.051111111,0.073649755,0.075887393
"Houston, TX",6/30/05,142200,262800,88100,0.04712813,0.06916192,0.070473876
"Houston, TX",7/31/05,142400,263100,88200,0.04398827,0.063890012,0.065217391
"Houston, TX",8/31/05,142400,263400,88300,0.038657914,0.058256328,0.058752998
"Houston, TX",9/30/05,142400,263600,88300,0.034132171,0.051455923,0.052443385
"Houston, TX",10/31/05,142300,263700,88400,0.028179191,0.044356436,0.046153846
"Houston, TX",11/30/05,142200,263800,88400,0.023021583,0.036949686,0.038777908
"Houston, TX",12/31/05,142200,264000,88400,0.01789549,0.029641186,0.031505251
"Houston, TX",1/31/06,142300,264200,88500,0.014978602,0.0232378,0.024305556
"Houston, TX",2/28/06,142500,264500,88700,0.012793177,0.018482865,0.020713464
"Houston, TX",3/31/06,142700,264900,88900,0.011339476,0.015331545,0.018327606
"Houston, TX",4/30/06,142900,265400,89200,0.009893993,0.013750955,0.01826484
"Houston, TX",5/31/06,143200,266100,89500,0.009161381,0.01410061,0.018202503
"Houston, TX",6/30/06,143500,266900,89900,0.009142053,0.015601218,0.020431328
"Houston, TX",7/31/06,144000,267900,90400,0.011235955,0.018244014,0.024943311
"Houston, TX",8/31/06,144400,268900,90800,0.014044944,0.02088079,0.028312571
"Houston, TX",9/30/06,144900,270100,91200,0.01755618,0.024658574,0.032842582
"Houston, TX",10/31/06,145500,271300,91500,0.022487702,0.02882063,0.035067873
"Houston, TX",11/30/06,146000,272500,91800,0.026722925,0.03297953,0.038461538
"Houston, TX",12/31/06,146500,273600,92100,0.0302391,0.036363636,0.041855204
"Houston, TX",1/31/07,146800,274500,92400,0.031623331,0.038985617,0.044067797
"Houston, TX",2/28/07,147100,275100,92600,0.032280702,0.040075614,0.043968433
"Houston, TX",3/31/07,147400,275400,92900,0.03293623,0.039637599,0.044994376
"Houston, TX",4/30/07,147700,275800,93200,0.033589923,0.039186134,0.044843049
"Houston, TX",5/31/07,147900,276100,93500,0.032821229,0.037579857,0.044692737
"Houston, TX",6/30/07,148300,276500,93800,0.033449477,0.035968528,0.043381535
"Houston, TX",7/31/07,148600,276900,94000,0.031944444,0.033594625,0.039823009
"Houston, TX",8/31/07,148900,277300,94200,0.031163435,0.031238379,0.037444934
"Houston, TX",9/30/07,149200,277600,94400,0.029675638,0.027767494,0.035087719
"Houston, TX",10/31/07,149500,277900,94600,0.027491409,0.024327313,0.033879781
"Houston, TX",11/30/07,149600,278100,94700,0.024657534,0.020550459,0.031590414
"Houston, TX",12/31/07,149400,277800,94500,0.019795222,0.015350877,0.026058632
"Houston, TX",1/31/08,148900,277100,94100,0.014305177,0.009471767,0.018398268
"Houston, TX",2/29/08,148100,275900,93600,0.006798097,0.002908033,0.010799136
"Houston, TX",3/31/08,147200,274400,92900,-0.001356852,-0.003631082,0
"Houston, TX",4/30/08,146300,273000,92200,-0.009478673,-0.010152284,-0.010729614
"Houston, TX",5/31/08,145500,271700,91500,-0.016227181,-0.015936255,-0.021390374
"Houston, TX",6/30/08,144700,270600,90700,-0.024275118,-0.021338156,-0.033049041
"Houston, TX",7/31/08,144100,269800,90100,-0.030282638,-0.025641026,-0.041489362
"Houston, TX",8/31/08,143600,269400,89500,-0.035594359,-0.028489001,-0.049893843
"Houston, TX",9/30/08,143200,269000,89100,-0.040214477,-0.030979827,-0.056144068
"Houston, TX",10/31/08,142900,268500,88700,-0.044147157,-0.033825117,-0.062367865
"Houston, TX",11/30/08,142600,268100,88400,-0.046791444,-0.035958288,-0.066525871
"Houston, TX",12/31/08,142300,267900,88000,-0.047523427,-0.035637149,-0.068783069
"Houston, TX",1/31/09,142100,267500,87700,-0.045668234,-0.034644533,-0.068012752
"Houston, TX",2/28/09,141800,267200,87300,-0.042538825,-0.031533164,-0.067307692
"Houston, TX",3/31/09,141500,266800,87000,-0.038722826,-0.027696793,-0.06350915
"Houston, TX",4/30/09,141100,266500,86600,-0.035543404,-0.023809524,-0.060737527
"Houston, TX",5/31/09,140700,266200,86100,-0.032989691,-0.020242915,-0.059016393
"Houston, TX",6/30/09,140300,265900,85700,-0.03040774,-0.01736881,-0.055126792
"Houston, TX",7/31/09,140200,265800,85400,-0.027064539,-0.014825797,-0.052164262
"Houston, TX",8/31/09,140200,265900,85100,-0.02367688,-0.012991834,-0.049162011
"Houston, TX",9/30/09,140400,266100,84900,-0.019553073,-0.010780669,-0.047138047
"Houston, TX",10/31/09,140500,266300,84800,-0.016794962,-0.008193669,-0.043968433
"Houston, TX",11/30/09,140600,266500,84600,-0.014025245,-0.005967922,-0.042986425
"Houston, TX",12/31/09,140700,266600,84400,-0.011243851,-0.004852557,-0.040909091
"Houston, TX",1/31/10,140700,266700,84400,-0.009852217,-0.002990654,-0.037628278
"Houston, TX",2/28/10,140700,266700,84500,-0.007757405,-0.001871257,-0.03207331
"Houston, TX",3/31/10,140600,266700,84300,-0.006360424,-0.000374813,-0.031034483
"Houston, TX",4/30/10,140300,266600,83800,-0.005669738,0.000375235,-0.032332564
"Houston, TX",5/31/10,140100,266300,83400,-0.004264392,0.000375657,-0.031358885
"Houston, TX",6/30/10,140000,265900,83100,-0.002138275,0,-0.03033839
"Houston, TX",7/31/10,139700,265200,82800,-0.003566334,-0.002257336,-0.030444965
"Houston, TX",8/31/10,139200,264200,82800,-0.007132668,-0.006393381,-0.027027027
"Houston, TX",9/30/10,138600,263700,82600,-0.012820513,-0.009019166,-0.027090695
"Houston, TX",10/31/10,138000,263300,82500,-0.017793594,-0.01126549,-0.027122642
"Houston, TX",11/30/10,137500,262500,82300,-0.022048364,-0.015009381,-0.027186761
"Houston, TX",12/31/10,136900,261300,82000,-0.027007818,-0.01987997,-0.028436019
"Houston, TX",1/31/11,136500,260700,81700,-0.029850746,-0.022497188,-0.031990521
"Houston, TX",2/28/11,136100,260600,81500,-0.032693674,-0.022872141,-0.035502959
"Houston, TX",3/31/11,136000,260600,81200,-0.032716927,-0.022872141,-0.036773428
"Houston, TX",4/30/11,136100,260800,81200,-0.029935852,-0.021755439,-0.031026253
"Houston, TX",5/31/11,136100,261200,81500,-0.028551035,-0.019151333,-0.022781775
"Houston, TX",6/30/11,135700,261300,81400,-0.030714286,-0.017299737,-0.02045728
"Houston, TX",7/31/11,135100,261000,80800,-0.032927702,-0.015837104,-0.024154589
"Houston, TX",8/31/11,134600,260400,80300,-0.033045977,-0.014383043,-0.030193237
"Houston, TX",9/30/11,134400,259800,80000,-0.03030303,-0.014789534,-0.031476998
"Houston, TX",10/31/11,134100,259500,79400,-0.02826087,-0.014432207,-0.037575758
"Houston, TX",11/30/11,133900,259800,79000,-0.026181818,-0.010285714,-0.040097205
"Houston, TX",12/31/11,133600,259900,78900,-0.024105186,-0.005357826,-0.037804878
"Houston, TX",1/31/12,133400,260000,78800,-0.022710623,-0.002685079,-0.035495716
"Houston, TX",2/29/12,133600,260400,78500,-0.018368846,-0.00076746,-0.036809816
"Houston, TX",3/31/12,133800,260700,78400,-0.016176471,0.00038373,-0.034482759
"Houston, TX",4/30/12,133900,260500,78400,-0.016164585,-0.001150307,-0.034482759
"Houston, TX",5/31/12,134000,260700,78300,-0.015429831,-0.001914242,-0.039263804
"Houston, TX",6/30/12,134200,261300,78300,-0.011053795,0,-0.038083538
"Houston, TX",7/31/12,134600,262200,78800,-0.003700962,0.004597701,-0.024752475
"Houston, TX",8/31/12,135200,263200,79100,0.004457652,0.010752688,-0.01494396
"Houston, TX",9/30/12,135400,264000,79100,0.007440476,0.016166282,-0.01125
"Houston, TX",10/31/12,135200,264400,78900,0.008202834,0.018882466,-0.006297229
"Houston, TX",11/30/12,135400,264900,79100,0.01120239,0.019630485,0.001265823
"Houston, TX",12/31/12,135700,265700,79400,0.015718563,0.022316275,0.006337136
"Houston, TX",1/31/13,136200,266700,79700,0.020989505,0.025769231,0.01142132
"Houston, TX",2/28/13,136800,267900,80000,0.023952096,0.028801843,0.01910828
"Houston, TX",3/31/13,137100,269200,80400,0.024663677,0.032604526,0.025510204
"Houston, TX",4/30/13,137300,270500,80400,0.025392084,0.038387716,0.025510204
"Houston, TX",5/31/13,137900,272200,80500,0.029104478,0.044112006,0.028097063
"Houston, TX",6/30/13,138800,274500,80700,0.034277198,0.050516648,0.030651341
"Houston, TX",7/31/13,139700,277000,80800,0.037890045,0.056445461,0.025380711
"Houston, TX",8/31/13,140500,279400,81100,0.039201183,0.061550152,0.02528445
"Houston, TX",9/30/13,141300,281600,81400,0.043574594,0.066666667,0.029077118
"Houston, TX",10/31/13,142100,283700,81600,0.051035503,0.072995461,0.034220532
"Houston, TX",11/30/13,142800,285600,81800,0.05465288,0.078142695,0.034134008
"Houston, TX",12/31/13,143400,287300,82100,0.056742815,0.081294693,0.034005038
"Houston, TX",1/31/14,143900,288800,82200,0.056534508,0.082864642,0.031367629
"Houston, TX",2/28/14,144300,290200,82400,0.054824561,0.083240015,0.03
"Houston, TX",3/31/14,145000,291900,82700,0.057622174,0.084323923,0.028606965
"Houston, TX",4/30/14,145800,294000,83200,0.06190823,0.086876155,0.034825871
"Houston, TX",5/31/14,146600,296000,83600,0.063089195,0.087435709,0.038509317
"Houston, TX",6/30/14,147500,297900,84200,0.062680115,0.085245902,0.043370508
"Houston, TX",7/31/14,148400,299900,84700,0.062276306,0.08267148,0.048267327
"Houston, TX",8/31/14,149200,302000,85100,0.061921708,0.080887616,0.049321825
"Houston, TX",9/30/14,150500,304100,85500,0.065109696,0.079900568,0.05036855
"Houston, TX",10/31/14,151800,306300,85900,0.068261787,0.079661614,0.052696078
"Houston, TX",11/30/14,153100,308600,86400,0.072128852,0.080532213,0.056234719
"Houston, TX",12/31/14,154300,311000,87000,0.076011158,0.082492168,0.059683313
"Houston, TX",1/31/15,155400,312900,87400,0.079916609,0.083448753,0.063260341
"Houston, TX",2/28/15,156400,314300,87900,0.083853084,0.083046175,0.066747573
"Houston, TX",3/31/15,158000,316100,88600,0.089655172,0.082905104,0.071342201
"Houston, TX",4/30/15,160200,318500,89500,0.098765432,0.083333333,0.075721154
"Houston, TX",5/31/15,162100,320900,90200,0.105729877,0.084121622,0.078947368
"Houston, TX",6/30/15,163900,322800,91100,0.111186441,0.083585096,0.081947743
"Houston, TX",7/31/15,165900,324700,91700,0.117924528,0.082694231,0.082644628
"Houston, TX",8/31/15,167500,326600,92300,0.122654155,0.081456954,0.084606345
"Houston, TX",9/30/15,168900,328400,93000,0.122259136,0.079907925,0.087719298
"Houston, TX",10/31/15,170000,329700,94200,0.119894598,0.07639569,0.096623981
"Houston, TX",11/30/15,171000,330800,95000,0.116917048,0.071937784,0.099537037
"Houston, TX",12/31/15,172000,332100,95600,0.114711601,0.067845659,0.098850575
"Houston, TX",1/31/16,173100,333400,96300,0.113899614,0.065516139,0.101830664
"Houston, TX",2/29/16,174200,334500,96900,0.113810742,0.064269806,0.102389078
"Houston, TX",3/31/16,175100,335900,97800,0.108227848,0.062638406,0.103837472
"Houston, TX",4/30/16,176300,337500,99100,0.100499376,0.059654631,0.10726257
"Houston, TX",5/31/16,177500,339200,100600,0.095003085,0.057027111,0.115299335
"Houston, TX",6/30/16,178400,340700,102200,0.088468578,0.055452292,0.121844127
"Houston, TX",7/31/16,179400,341900,104100,0.081374322,0.052971974,0.135223555
"Houston, TX",8/31/16,180400,342800,105900,0.077014925,0.04960196,0.147345612
"Houston, TX",9/30/16,181400,343900,107500,0.074008289,0.047198538,0.155913978
"Houston, TX",10/31/16,182400,345000,108800,0.072941176,0.046405823,0.154989384
"Houston, TX",11/30/16,183600,345900,109900,0.073684211,0.045646917,0.156842105
"Houston, TX",12/31/16,184300,346500,110600,0.071511628,0.043360434,0.156903766
"Houston, TX",1/31/17,185000,347000,111400,0.068746389,0.040791842,0.156801661
"Houston, TX",2/28/17,185600,347400,112500,0.065442021,0.038565022,0.160990712
"Houston, TX",3/31/17,186200,347600,113700,0.063392347,0.034831795,0.162576687
"Houston, TX",4/30/17,186800,348200,114900,0.059557572,0.031703704,0.159434914
"Houston, TX",5/31/17,187400,348600,115900,0.055774648,0.027712264,0.152087475
"Houston, TX",6/30/17,187900,348800,116800,0.053251121,0.023774582,0.142857143
"Houston, TX",7/31/17,188200,348900,117300,0.049052397,0.020473823,0.126801153
"Houston, TX",8/31/17,188600,349200,117600,0.045454545,0.018669778,0.110481586
"Houston, TX",9/30/17,189200,349700,118500,0.042998897,0.016865368,0.102325581
"Houston, TX",10/31/17,190100,350400,119700,0.042214912,0.015652174,0.100183824
"Houston, TX",11/30/17,190900,350800,120500,0.039760349,0.014165944,0.096451319
"Houston, TX",12/31/17,191500,351100,121100,0.039066739,0.013275613,0.094936709
"Houston, TX",1/31/18,192500,352000,122000,0.040540541,0.014409222,0.095152603
"Houston, TX",2/28/18,194100,353800,122800,0.045797414,0.018422568,0.091555556
"Houston, TX",3/31/18,195500,356000,123400,0.049946294,0.024165708,0.085312225
"Houston, TX",4/30/18,196600,357500,124300,0.052462527,0.026708788,0.08181027
"Houston, TX",5/31/18,197800,358300,125400,0.055496265,0.027825588,0.081967213
"Houston, TX",6/30/18,198900,359100,126200,0.058541778,0.029529817,0.080479452
"Houston, TX",7/31/18,199700,359900,127000,0.061105207,0.031527658,0.082693947
"Houston, TX",8/31/18,200500,360400,127800,0.063096501,0.03207331,0.086734694
"Houston, TX",9/30/18,201300,360800,128500,0.063953488,0.031741493,0.084388186
"Houston, TX",10/31/18,202400,361400,129200,0.064702788,0.031392694,0.079365079
"Houston, TX",11/30/18,203500,362400,130100,0.066003143,0.033067275,0.07966805
"Houston, TX",12/31/18,204600,363600,131100,0.068407311,0.035602392,0.082576383
"Houston, TX",1/31/19,205700,364900,132400,0.068571429,0.036647727,0.085245902
"Houston, TX",2/28/19,206500,365900,133700,0.063884596,0.034200113,0.088762215
"Houston, TX",3/31/19,206300,365900,133900,0.055242967,0.027808989,0.085089141
"Houston, TX",4/30/19,205700,365500,133200,0.046286877,0.022377622,0.071600965
"Washington, DC",4/30/96,155400,263300,100200,,,
"Washington, DC",5/31/96,155200,263000,100000,,,
"Washington, DC",6/30/96,155000,262500,99800,,,
"Washington, DC",7/31/96,154800,262000,99600,,,
"Washington, DC",8/31/96,154700,261600,99400,,,
"Washington, DC",9/30/96,154600,261400,99200,,,
"Washington, DC",10/31/96,154600,261500,99100,,,
"Washington, DC",11/30/96,154700,261800,99100,,,
"Washington, DC",12/31/96,155100,262400,99200,,,
"Washington, DC",1/31/97,155500,263100,99400,,,
"Washington, DC",2/28/97,155900,263400,99600,,,
"Washington, DC",3/31/97,156100,263300,99700,,,
"Washington, DC",4/30/97,156300,262900,99900,0.005791506,-0.00151918,-0.002994012
"Washington, DC",5/31/97,156300,262600,100100,0.007087629,-0.001520913,0.001
"Washington, DC",6/30/97,156300,262400,100200,0.008387097,-0.000380952,0.004008016
"Washington, DC",7/31/97,156200,262300,100200,0.009043928,0.001145038,0.006024096
"Washington, DC",8/31/97,156200,262400,100100,0.009696186,0.003058104,0.007042254
"Washington, DC",9/30/97,156100,262700,100000,0.009702458,0.004973221,0.008064516
"Washington, DC",10/31/97,156100,263100,99900,0.009702458,0.006118547,0.008072654
"Washington, DC",11/30/97,156100,263600,99800,0.009049774,0.006875477,0.007063572
"Washington, DC",12/31/97,156400,264200,99900,0.008381689,0.006859756,0.007056452
"Washington, DC",1/31/98,156800,265000,100000,0.008360129,0.007221589,0.006036217
"Washington, DC",2/28/98,157100,265500,100200,0.007697242,0.007972665,0.006024096
"Washington, DC",3/31/98,157400,266000,100300,0.008327995,0.010254463,0.006018054
"Washington, DC",4/30/98,157600,266600,100500,0.008317338,0.014073792,0.006006006
"Washington, DC",5/31/98,157900,267400,100700,0.010236724,0.018278751,0.005994006
"Washington, DC",6/30/98,158100,268400,100800,0.011516315,0.022865854,0.005988024
"Washington, DC",7/31/98,158300,269400,101000,0.013444302,0.027068242,0.007984032
"Washington, DC",8/31/98,158600,270600,101200,0.015364917,0.03125,0.010989011
"Washington, DC",9/30/98,158900,271800,101400,0.01793722,0.034640274,0.014
"Washington, DC",10/31/98,159200,272900,101700,0.019859065,0.037248195,0.018018018
"Washington, DC",11/30/98,159700,274100,102000,0.02306214,0.03983308,0.022044088
